"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow","stimulusnumber1","stimulusitem1","stimulusvpos1","stimulushpos1","stimulusonset1","stimulusnumber2","stimulusitem2","stimulusvpos2","stimulushpos2","stimulusonset2"
"011417","12:49:29","107","107","4.0.10.0","1","2","categorization_causality","attributeA","0","250","0","0","0","0","23","1","4491","0","8","predicts","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","3","categorization_causality","attributeB","0","250","0","0","0","0","18","0","2632","0","5","precludes","50pct","50pct","0","1","X","75pct","50pct","1483"
"011417","12:49:29","107","107","4.0.10.0","1","4","categorization_causality","attributeB","0","250","0","0","0","0","18","1","1538","0","4","averts","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","5","categorization_causality","attributeA","0","250","0","0","0","0","23","1","812","0","4","starts","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","6","categorization_causality","attributeB","0","250","0","0","0","0","18","1","2067","0","6","avoids","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","7","categorization_causality","attributeA","0","250","0","0","0","0","23","1","730","0","6","affects","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","8","categorization_causality","attributeA","0","250","0","0","0","0","23","1","1407","0","1","leads to","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","9","categorization_causality","attributeB","0","250","0","0","0","0","18","1","920","0","3","ceases","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","10","categorization_causality","attributeA","0","250","0","0","0","0","23","1","1060","0","7","influences","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","11","categorization_causality","attributeB","0","250","0","0","0","0","18","1","689","0","2","halts","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","12","categorization_causality","attributeA","0","250","0","0","0","0","23","1","1636","0","3","produces","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","13","categorization_causality","attributeB","0","250","0","0","0","0","18","1","1410","0","8","blocks","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","14","categorization_causality","attributeA","0","250","0","0","0","0","23","1","933","0","5","determines","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","15","categorization_causality","attributeA","0","250","0","0","0","0","23","1","1363","0","2","results in","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","16","categorization_causality","attributeA","0","250","0","0","0","0","23","1","1729","0","7","influences","50pct","50pct","0","0","0","0","0","0"
"011417","12:49:29","107","107","4.0.10.0","1","17","categorization_causality","attributeB","0","250","0","0","0","0","18","1","631","0","7","ends","50pct","50pct","0","0","0","0","0","0"
